car_name,car_status,car_price,dealer_name,dealer_Rate,dealer_reviews,dealer_location,tel_number,state,region
2020 Cadillac CT5 Sport AWD,Used,34998,CarMax Augusta - Offering Express Pickup and Home Delivery,0.0,3,"Augusta, GA",tel:+1-706-993-2942,Augusta,GA
2004 Lexus RX 330 Base,Used,10995,The Car Buying Center,0.0,0,"Loretto, MN",tel:+1-612-464-1142,Loretto,MN
2023 BMW XM Base (A8),Used,136988,BMW of Palm Springs,4.7,1038,"Palm Springs, CA",tel:+1-866-984-3951,Palm Springs,CA
2023 Mercedes-Benz CLA 250 Base 4MATIC,Used,43995,International Autos,4.6,777,"West Allis, WI",tel:+1-414-455-4870,West Allis,WI
2024 Honda CR-V Hybrid Sport-L,New,42895,Tim Marburger Honda,4.8,133,"Albemarle, NC",tel:+1-704-422-8289,Albemarle,NC
2019 Ford Fusion Hybrid SE,Used,15950,Autoland,4.7,398,"Sioux Falls, SD",tel:+1-833-392-3985,Sioux Falls,SD
2016 Nissan Juke S,Used,12988,INFINITI of Gwinnett,4.9,2762,"Duluth, GA",tel:+1-866-212-2694,Duluth,GA
2008 Ford Crown Victoria Police Interceptor,Used,4995,Michael's Used Auto Sales,0.0,10,"Highland Springs, VA",tel:+1-804-417-7185,Highland Springs,VA
2021 Chevrolet Spark 1LT,Used,13500,Bob Johnson Certified Collection,0.0,19,"Rochester, NY",tel:+1-585-537-4250,Rochester,NY
2023 Land Rover Discovery Sport SE,New,57385,Fields Jaguar Land Rover Volvo Cars Madison,4.1,78,"Madison, WI",tel:+1-608-440-2745,Madison,WI
2013 Nissan Pathfinder Platinum,Used,10900,Lifetime Auto,0.0,8,"Dwight, IL",tel:+1-815-556-5772,Dwight,IL
2019 Toyota Land Cruiser V8,Used,64993,Audi Devon,4.8,2820,"Devon, PA",tel:+1-484-588-4770,Devon,PA
2024 Toyota bZ4X XLE,New,45724,Claremont Toyota,4.5,3872,"Claremont, CA",tel:+1-888-767-9904,Claremont,CA
2024 Toyota bZ4X XLE,New,45724,Claremont Toyota,4.5,3872,"Claremont, CA",tel:+1-888-767-9904,Claremont,CA
2024 Jeep Grand Cherokee 4xe Base,New,60430,Bob-Boyd Auto Family,4.6,216,"Lancaster, OH",tel:+1-740-994-0673,Lancaster,OH
2024 Nissan Sentra SR,New,27087,Garber Chrysler Dodge Jeep RAM,4.8,1017,"Saginaw, MI",tel:+1-888-451-9270,Saginaw,MI
2024 Jeep Wrangler Sport,New,46665,Elm Grove Dodge Chrysler Jeep RAM Inc,4.4,33,"Wheeling, WV",tel:+1-888-564-4047,Wheeling,WV
2024 Jeep Wrangler 4xe Sahara 4x4,New,63961,Krystal Chrysler Jeep Dodge RAM FIAT,4.8,1757,"Warrensburg, NY",tel:+1-518-964-2016,Warrensburg,NY
2023 Audi RS 5 2.9T,Used,72498,,0.0,0,,,no_state,no_region
2014 Lincoln MKZ Hybrid Base,Used,12995,Bristol Auto Mall,4.7,551,"Levittown, PA",tel:+1-215-486-4465,Levittown,PA
2023 Mitsubishi Outlander SEL Black Edition,Used,21153,Gainesville GMC,4.3,1580,"Gainesville, FL",tel:+1-877-896-4043,Gainesville,FL
2023 BMW i4 Gran Coupe eDrive40,Used,51399,Motorwerks BMW,4.6,1690,"Bloomington, MN",tel:+1-952-373-5067,Bloomington,MN
2018 Chevrolet Cruze Premier,Used,17980,Watsonville Cadillac GMC,0.0,32,"Watsonville, CA",tel:+1-877-558-6062,Watsonville,CA
2021 Dodge Durango SXT RWD,Used,25454,Lake City Chrysler Dodge Jeep Ram,4.5,680,"Lake City, FL",tel:+1-866-787-9670,Lake City,FL
2024 Nissan Sentra SV,New,24240,Tracy Nissan,0.0,12,"Tracy, CA",tel:+1-209-214-6073,Tracy,CA
2024 GMC Sierra 1500 SLT,New,69855,CANNON CHEVROLET CLEVELAND,0.0,0,"CLEVELAND, MS",tel:+1-662-203-1169,CLEVELAND,MS
2021 Mercedes-Benz GLB 250 Base,Used,35432,Mercedes-Benz of Columbus,4.7,1350,"Columbus, GA",tel:+1-706-405-7753,Columbus,GA
2022 Chrysler Pacifica Limited,Used,28028,Gainesville GMC,4.3,1580,"Gainesville, FL",tel:+1-877-896-4043,Gainesville,FL
2002 Chevrolet Monte Carlo SS,Used,16900,,0.0,0,,,no_state,no_region
2023 Mercedes-Benz AMG GLE 53 Base,Used,83999,Mercedes-Benz of Billings,0.0,0,"Billings, MT",tel:+1-406-409-4797,Billings,MT
2024 Mercedes-Benz Sprinter 2500 170 WB,New,75660,Park Place Motorcars Arlington,3.9,505,"Arlington, TX",tel:+1-833-546-3695,Arlington,TX
2024 Toyota Tundra Hybrid Limited,New,77547,Toyota of Midland,4.7,717,"Midland, TX",tel:+1-888-862-2824,Midland,TX
2025 Honda Pilot Touring,New,49050,AutoNation Honda Columbus,4.7,1256,"Columbus, GA",tel:+1-888-863-2108,Columbus,GA
2010 Cadillac CTS-V Base,Used,40888,Courtesy Ford - Portland,0.0,0,"Portland, OR",tel:+1-888-693-5212,Portland,OR
2021 Hyundai Venue SE,Used,16990,Planet Pre-Owned / Matthews Mitsubishi Volkswagen,4.7,1555,"Vestal, NY",tel:+1-607-608-2901,Vestal,NY
2018 BMW 640 Gran Turismo i xDrive,Used,32998,CarMax Waukesha - Offering Express Pickup and Home Delivery,0.0,1,"Waukesha, WI",tel:+1-262-272-1447,Waukesha,WI
2020 Ford Ranger XLT,Used,23822,Cavender Buick GMC West,4.5,326,"San Antonio, TX",tel:+1-210-640-1409,San Antonio,TX
2012 Lexus IS 250C Base,Used,16491,Hendrick BMW,4.9,2240,"Charlotte, NC",tel:+1-833-240-9355,Charlotte,NC
2018 Audi Q5 2.0T Tech Premium,Used,25998,CarMax Columbus - Offering Express Pickup and Home Delivery,0.0,3,"Columbus, GA",tel:+1-706-225-8232,Columbus,GA
2022 Buick Encore Preferred,Used,22898,Holm Automotive Center,4.8,5687,"Abilene, KS",tel:+1-888-624-7474,Abilene,KS
2022 Toyota Supra 3.0 Premium,Used,56967,Westbrook Toyota,4.8,1862,"Westbrook, CT",tel:+1-860-661-4692,Westbrook,CT
2023 Jeep Wagoneer Series III,New,79705,Heller Motors,4.0,179,"Pontiac, IL",tel:+1-888-731-9936,Pontiac,IL
2015 Mercedes-Benz C-Class Sport 4MATIC,Used,13985,Fast Track Motors,4.3,225,"Paterson, NJ",tel:+1-201-340-6361,Paterson,NJ
2024 Ford Escape Base,New,40859,Ford Lincoln Fairfield,4.5,2039,"Fairfield, CA",tel:+1-707-474-4105,Fairfield,CA
2007 Kia Rondo EX V6,Used,4999,Queens Auto Expo,4.9,42,"Queens, NY",tel:+1-877-800-4937,Queens,NY
2019 Mercedes-Benz CLS 450 Base,Used,36877,Lokey Nissan,4.4,6070,"Clearwater, FL",tel:+1-727-509-8871,Clearwater,FL
2021 MINI Countryman Cooper S ALL4,Used,29900,Phil Meador Toyota,4.2,397,"Pocatello, ID",tel:+1-208-648-4817,Pocatello,ID
2024 Mercedes-Benz GLE 350 Base 4MATIC,Used,72610,Mercedes-Benz of Springfield,4.3,112,"Chicopee, MA",tel:+1-888-386-6265,Chicopee,MA
2024 Chevrolet Trailblazer LT,New,27654,Irwin Chevrolet,5.0,5,"Laconia, NH",tel:+1-603-556-4658,Laconia,NH
2024 RAM 3500 Big Horn Crew Cab 4x4 8' Box,New,72703,Arrigo Dodge Chrysler Jeep Ram Margate,4.5,3627,"Margate, FL",tel:+1-855-964-2800,Margate,FL
2017 Aston Martin DB11 Launch Edition,Used,103500,Motorcars of Atlanta,0.0,53,"Atlanta, GA",tel:+1-866-395-1245,Atlanta,GA
2024 Nissan Sentra SR,New,27450,Garber Chrysler Dodge Jeep RAM,4.8,1017,"Saginaw, MI",tel:+1-888-451-9270,Saginaw,MI
2015 GMC Sierra 1500 SLT,Used,27000,,0.0,0,,,no_state,no_region
2013 Nissan Juke SL,Used,10766,McLarty Daniel Nissan,4.8,2619,"Bentonville, AR",tel:+1-866-330-3642,Bentonville,AR
2013 Volkswagen GTI 2-Door,Used,9950,83 Autos LLC,0.0,14,"York, PA",tel:+1-717-978-9027,York,PA
2017 Audi A8 L 3.0T,Used,20795,Auto Mall of Springfield,1.4,249,"Springfield, IL",tel:+1-217-953-0949,Springfield,IL
2020 Ford Shelby GT500 Base,Used,87131,Tamiami Ford Inc,4.2,1726,"Naples, FL",tel:+1-239-449-8754,Naples,FL
2015 Jeep Cherokee Trailhawk,Used,17359,Platinum Honda of Texoma,4.8,991,"Denison, TX",tel:+1-430-277-6039,Denison,TX
2021 Audi A5 Sportback S line Premium Plus,Used,33680,Audi Des Moines,4.5,1417,"Johnston, IA",tel:+1-515-207-7981,Johnston,IA
2018 INFINITI QX30 Premium,Used,23999,Modern Motorcars,0.0,534,"Nixa, MO",tel:+1-417-512-5019,Nixa,MO
2008 Chrysler Sebring Touring,Used,4400,Branch Ave Auto Auction,0.0,8,"Clinton, MD",tel:+1-877-518-8511,Clinton,MD
2019 Mitsubishi Outlander SEL,Used,13488,AutoNation Hyundai Corpus Christi,4.7,990,"Corpus Christi, TX",tel:+1-855-201-1308,Corpus Christi,TX
2012 Chevrolet Cruze ECO,Used,4950,Gable Auto Sales,0.0,0,"AMERICAN FALLS, ID",tel:+1-888-815-6483,AMERICAN FALLS,ID
2022 Ford Maverick XLT,Used,31696,Hertz Car Sales,5.0,560,"Billings, MT",tel:+1-406-409-4761,Billings,MT
2004 Chevrolet Monte Carlo SS,Used,6500,Select Motors,4.3,64,"Wichita, KS",tel:+1-316-854-6051,Wichita,KS
2020 Lexus UX 250h Base,Used,28989,Hoffman Lexus,4.6,1940,"East Hartford, CT",tel:+1-860-838-2117,East Hartford,CT
2023 Volkswagen ID.4 Pro,Used,29957,AutoNation USA Jacksonville,0.0,1,"Jacksonville, FL",tel:+1-833-484-9947,Jacksonville,FL
2018 BMW X1 xDrive28i,Used,19799,Beaver Toyota of St. Augustine,4.9,4542,"St Augustine, FL",tel:+1-904-297-4057,St Augustine,FL
2024 Volkswagen Taos 1.5T SE,New,31380,Basil Volkswagen of Lockport,4.4,232,"Lockport, NY",tel:+1-716-210-7476,Lockport,NY
2020 Ford Transit-250 Base,Used,34598,Mullinax Ford of Kissimmee,4.7,737,"Kissimmee, FL",tel:+1-877-743-5439,Kissimmee,FL
2024 RAM 3500 Big Horn,New,76940,Dadeland Dodge Chrysler Jeep RAM,4.4,450,"Miami, FL",tel:+1-866-414-1719,Miami,FL
2007 Lexus GS 450h Base,Used,10999,Loudoun Motor Cars,0.0,1,"Chantilly, VA",tel:+1-571-260-1601,Chantilly,VA
2023 Ford Transit Connect Base,Used,40488,Blaise Alexander Ford of Mansfield,4.7,43,"Mansfield, PA",tel:+1-888-229-6941,Mansfield,PA
2023 Mercedes-Benz EQE 350 Base 4MATIC,Used,73695,Mercedes-Benz & Chevrolet in San Luis Obispo,3.0,33,"San Luis Obispo, CA",tel:+1-805-242-4208,San Luis Obispo,CA
2024 Subaru Forester Touring,Used,36735,Wackerli Subaru B. A.,4.8,147,"Idaho Falls, ID",tel:+1-208-932-1184,Idaho Falls,ID
2021 Audi S6 2.9T Premium Plus,Used,47589,EchoPark Automotive Raleigh,4.9,640,"Cary, NC",tel:+1-919-646-5452,Cary,NC
2022 Jeep Grand Cherokee 4xe Trailhawk,New,59988,Sewell Chrysler Dodge Jeep Ram,0.0,1,"Andrews, TX",tel:+1-877-279-4457,Andrews,TX
2021 Chevrolet Spark 1LT,Used,13750,Bob Johnson Certified Collection,0.0,19,"Rochester, NY",tel:+1-585-537-4250,Rochester,NY
2021 Toyota Tacoma,Used,35998,Zanesville Auto Group,0.0,0,"Zainesville, OH",tel:+1-740-617-4426,Zainesville,OH
2024 Audi A5 Sportback 45 S line quattro Premium,New,58540,Reliable Toyota Lexus BMW Audi,5.0,4299,"Springfield, MO",tel:+1-417-708-5463,Springfield,MO
2011 Ford E150 XL,Used,10975,"Hainen Ford, Inc.",0.0,3,"Tipton, MO",tel:+1-660-616-4163,Tipton,MO
1970 Chevrolet El Camino,Used,22990,Specialty Sales Classics,1.1,12,"Fairfield, CA",tel:+1-925-344-5758,Fairfield,CA
2000 Jaguar XJ8,Used,17975,Hagan Automotive,0.0,7,"Chatham, IL",tel:+1-217-646-4146,Chatham,IL
2024 Audi A5 Sportback S line Premium Plus,New,56935,Audi Las Vegas,4.8,1158,"Las Vegas, NV",tel:+1-877-889-6266,Las Vegas,NV
2009 Mercedes-Benz CLK-Class CLK 350,Used,21500,,0.0,0,,,no_state,no_region
2024 Honda HR-V 2WD Sport,New,27040,Yuma Honda,4.9,592,"Yuma, AZ",tel:+1-928-256-4121,Yuma,AZ
2011 Mazda Mazda2 Touring,Used,7500,Trend Auto Trader,0.0,3,"Quakertown, PA",tel:+1-267-875-2041,Quakertown,PA
2020 Kia Optima LX,Used,18995,Drive Away Auto Sales,0.0,3,"Killeen, TX",tel:+1-877-370-7416,Killeen,TX
2016 Hyundai Sonata Hybrid SE,Used,16995,McMinn Motors Inc.,0.0,54,"Athens, TN",tel:+1-423-381-6417,Athens,TN
2017 Nissan Rogue SV,Used,13400,Bill Marsh Ford Gaylord,0.0,3,"Gaylord, MI",tel:+1-989-966-1139,Gaylord,MI
2020 Ford Transit-250 T-250 130 MED RF 9070 GVWR,Used,25995,Jay Auto Sales,0.0,42,"Tucson, AZ",tel:+1-520-351-0837,Tucson,AZ
2023 Hyundai IONIQ 6 SE,New,38645,Carson City Hyundai,3.6,56,"Carson City, NV",tel:+1-775-451-9930,Carson City,NV
2022 Audi Q5 45 S line Premium Plus,Used,33997,BMW of Beaumont,4.5,109,"Beaumont, TX",tel:+1-877-749-2779,Beaumont,TX
2017 Lincoln MKZ Hybrid Premiere,Used,17999,Murdock Hyundai of Logan,4.5,640,"Logan, UT",tel:+1-435-275-0567,Logan,UT
2019 Chevrolet Equinox Premier w/1LZ,Used,24808,Kimberly Car City,3.9,324,"Davenport, IA",tel:+1-563-514-4881,Davenport,IA
2023 Nissan Altima 2.5 SV,Used,24995,Norman Frede Chevrolet,4.9,1620,"Houston, TX",tel:+1-281-667-4465,Houston,TX
2024 Mercedes-Benz Sprinter 2500 Standard Roof,New,63797,Mercedes-Benz of Pembroke Pines,4.5,1680,"Pembroke Pines, FL",tel:+1-888-817-4717,Pembroke Pines,FL
2024 Toyota Tundra Hybrid Platinum,New,74943,Toyota of Midland,4.7,717,"Midland, TX",tel:+1-888-862-2824,Midland,TX
2024 Nissan Sentra S,New,20887,Capital Nissan of Wilmington,4.2,280,"Wilmington, NC",tel:+1-877-292-1320,Wilmington,NC
2017 Audi A3 2.0T Premium,Used,12250,Lafayette Volkswagen,3.8,9,"Lafayette, IN",tel:+1-888-910-4255,Lafayette,IN
2021 GMC Yukon XL 4WD AT4,Used,68974,Leskovar Honda,0.0,1,"Butte, MT",tel:+1-406-574-6034,Butte,MT
2024 Nissan ARIYA ENGAGE+,New,47713,Byerly Nissan,4.9,724,"Louisville, KY",tel:+1-502-434-5131,Louisville,KY
2024 BMW 330 i,Used,49345,Galleria BMW,4.9,565,"D'Iberville, MS",tel:+1-877-648-9811,D'Iberville,MS
2024 Toyota Tundra Hybrid Limited,New,66565,Toyota of Midland,4.7,717,"Midland, TX",tel:+1-888-862-2824,Midland,TX
2024 Volvo XC90 B6 Plus Bright Theme 6-Seater,New,68830,Tom Kelley Volvo,4.8,192,"Fort Wayne, IN",tel:+1-877-876-3401,Fort Wayne,IN
2020 Bentley Flying Spur W12,Used,173981,Mike Ward Maserati,0.0,14,"Highlands Ranch, CO",tel:+1-303-647-6784,Highlands Ranch,CO
2014 BMW 328d 328d 4dr Sedan,Used,10995,Elite Motorworks LLC,0.0,1,"Portland, OR",tel:+1-877-876-4739,Portland,OR
2013 Lexus ES 300h Base,Used,12200,Crown Acura Richmond,4.8,518,"Henrico, VA",tel:+1-888-263-8201,Henrico,VA
2024 Mazda CX-5 Preferred,New,32325,Billion Auto - Mazda,4.7,177,"Sioux Falls, SD",tel:+1-877-329-7194,Sioux Falls,SD
2022 Toyota GR86 Base,Used,28495,Honolulu Ford,4.7,2212,"Honolulu, HI",tel:+1-808-460-4052,Honolulu,HI
2008 Volkswagen New Beetle S,Used,9995,AUTOSOURCE,4.7,133,"Honolulu, HI",tel:+1-808-376-2443,Honolulu,HI
2012 Dodge Caliber SXT,Used,6998,Fred Anderson Acura,4.8,1762,"Greenville, SC",tel:+1-864-999-3228,Greenville,SC
2023 Subaru Solterra Touring,New,47044,Ira Subaru of Manchester,4.6,989,"Manchester, NH",tel:+1-603-256-9348,Manchester,NH
2024 Jeep Grand Cherokee 4xe 4x4,New,67835,Lester Glenn Chrysler Dodge Jeep RAM,4.7,1906,"Toms River, NJ",tel:+1-732-929-7287,Toms River,NJ
2015 Subaru XV Crosstrek 2.0i Premium,Used,10899,Honda of Gainesville,4.0,3812,"Gainesville, FL",tel:+1-888-909-0133,Gainesville,FL
2011 Dodge Grand Caravan Crew,Used,6970,Autos of Dallas,3.9,1449,"Plano, TX",tel:+1-972-468-8042,Plano,TX
2024 Volkswagen Atlas 2.0T SEL Premium R-Line,New,56036,Honolulu Volkswagen,4.8,760,"Honolulu, HI",tel:+1-808-664-0650,Honolulu,HI
2021 Hyundai Kona NIGHT,Used,19651,Hyundai of Hampton,0.0,0,"Hampton, VA",tel:+1-757-796-1099,Hampton,VA
2000 Cadillac Seville Base,Used,4793,Hudson Autoworks LLC,0.0,4,"Greensboro, NC",tel:+1-336-609-8263,Greensboro,NC
2015 Ford F-150 Lariat,Used,22619,Bolton Ford,0.0,233,"Lake Charles, LA",tel:+1-337-214-1945,Lake Charles,LA
2024 Buick Encore GX Preferred,New,26935,Westcott Automotive,0.0,65,"Burlington, NC",tel:+1-336-295-1135,Burlington,NC
2024 Jeep Grand Cherokee 4xe Summit,New,85310,Bob-Boyd Auto Family,4.6,216,"Lancaster, OH",tel:+1-740-994-0673,Lancaster,OH
2019 Dodge Charger R/T,Used,34997,RVA Automotive Group,5.0,31,"Richmond, VA",tel:+1-804-616-4020,Richmond,VA
2015 Audi S3 2.0T Premium Plus,Used,23000,,0.0,0,,,no_state,no_region
2007 Volvo V50 2.4L,Used,5995,Certified MotorCars,0.0,4,"Pasadena, MD",tel:+1-410-849-6063,Pasadena,MD
2022 Lincoln Nautilus Reserve,Used,40000,Exceptional Motorcar,4.8,1501,"Defiance, OH",tel:+1-419-956-4830,Defiance,OH
2024 Tesla Model Y Long Range Dual Motor All-Wheel Drive,New,49810,Tesla,0.0,0,"Signal Hill, CA",/vehicledetail/f37327c4-5798-4c1f-afd8-3739c68975ba/,Signal Hill,CA
2024 Nissan Sentra SV,New,22133,Capital Nissan of Wilmington,4.2,280,"Wilmington, NC",tel:+1-877-292-1320,Wilmington,NC
2024 Toyota Tundra Hybrid Limited,New,65165,Platinum Toyota of Texoma,4.0,6,"Denison, TX",tel:+1-430-323-5082,Denison,TX
2010 Toyota Avalon Limited,Used,15990,Titanium International Motors LLC,3.9,18,"Santa Ana, CA",tel:+1-714-594-5323,Santa Ana,CA
2019 Audi RS 5 2.9T,Used,51789,"Land Rover Rocklin - Delivery from Rocklin, California (For Redding)",0.0,0,,tel:+1-916-435-7175,no_state,no_region
2017 Mitsubishi Lancer ES,Used,10999,Royal Auto Dealer,0.0,2,"Montclair, CA",tel:+1-909-755-0518,Montclair,CA
2018 Subaru Impreza 2.0i,Used,16998,CarMax Memphis - Offering Express Pickup and Home Delivery,0.0,11,"Memphis, TN",tel:+1-901-209-0487,Memphis,TN
2024 GMC Terrain SLE,New,32590,Sakelaris Buick GMC of Lebanon,3.9,48,"Lebanon, MO",tel:+1-417-288-4333,Lebanon,MO
2024 Chevrolet Malibu RS,New,22890,Don Mealey Chevrolet,4.6,1093,"Clermont, FL",tel:+1-352-356-4239,Clermont,FL
2024 Ford F-350 Lariat Super Duty,New,101835,Gaudin Ford,4.0,1153,"Las Vegas, NV",tel:+1-877-502-2856,Las Vegas,NV
2017 Honda Fit EX,Used,15420,Cedar Rapids Toyota,4.8,1874,"Hiawatha, IA",tel:+1-319-774-5902,Hiawatha,IA
2024 BMW 530 i xDrive,New,65845,Peterson Auto Group,4.3,4235,"Boise, ID",tel:+1-866-252-1368,Boise,ID
2024 Mazda CX-90 PHEV Base,Used,48820,Heiser Toyota,4.6,6526,"Milwaukee, WI",tel:+1-414-375-4859,Milwaukee,WI
2006 Lexus IS 250 Auto,Used,5999,Your Choice Auto Sales of Posen,4.3,110,"Posen, IL",tel:+1-708-965-8911,Posen,IL
2005 Ford Thunderbird Deluxe,Used,11500,CG Luxury Autos,4.2,11,"Clementon, NJ",tel:+1-856-282-4260,Clementon,NJ
2019 Jaguar F-PACE 30t R-Sport,Used,30998,CarMax Lancaster - Offering Express Pickup and Home Delivery,0.0,17,"Lancaster, PA",tel:+1-717-925-8886,Lancaster,PA
2013 FIAT 500e Battery Electric,Used,7995,Dave Morton Auto Sales,0.0,20,"Salem, OR",tel:+1-503-339-9474,Salem,OR
2024 Hyundai Kona SEL,New,29130,Country Hyundai,4.7,1293,"Northampton, MA",tel:+1-413-776-1184,Northampton,MA
2024 Toyota Sequoia Limited,New,76485,Van-Trow Toyota,0.0,16,"Monroe, LA",tel:+1-877-883-5286,Monroe,LA
2024 Volkswagen Taos 1.5T SE,New,31838,Rudolph Volkswagen of El Paso,4.4,226,"El Paso, TX",tel:+1-915-242-4433,El Paso,TX
2022 Kia K5 GT-Line,Used,26274,AutoCenters Nissan,4.6,400,"Herculaneum, MO",tel:+1-636-400-1040,Herculaneum,MO
2009 Jeep Liberty Sport,Used,7495,J-Linn Motors,0.0,35,"Clearwater, FL",tel:+1-727-564-9596,Clearwater,FL
2023 Jeep Grand Cherokee L Limited,Used,44099,AutoNation Honda Columbus,4.7,1256,"Columbus, GA",tel:+1-888-853-3410,Columbus,GA
2022 Volvo S90 B6 Inscription,Used,48790,McLarty Volvo Cars of Little Rock,0.0,274,"Little Rock, AR",tel:+1-501-392-5031,Little Rock,AR
1998 Chevrolet Monte Carlo Z34,Used,19187,Eddy's Chevrolet Cadillac,4.3,273,"Wichita, KS",tel:+1-316-867-6649,Wichita,KS
2024 Chevrolet Trailblazer RS,New,29010,Reeder Chevrolet,3.3,169,"Knoxville, TN",tel:+1-865-312-6987,Knoxville,TN
2007 Mercedes-Benz GL-Class GL 450 4MATIC,Used,25000,Mercedes-Benz of Fort Wayne,0.0,50,"Fort Wayne, IN",tel:+1-260-624-4104,Fort Wayne,IN
2024 Jeep Grand Cherokee 4xe Base,New,65805,All American Chrysler Dodge Jeep Ram of Midland,4.5,1128,"Midland, TX",tel:+1-432-316-2170,Midland,TX
2019 Hyundai Sonata SE,Used,17480,Roswell Ford,0.0,78,"Roswell, NM",tel:+1-575-208-3219,Roswell,NM
2020 Genesis G80 3.8,Used,27500,Unlimited Motors in Noblesville,4.5,129,"Noblesville, IN",tel:+1-317-565-1304,Noblesville,IN
2024 Toyota Tundra Hybrid Limited,New,70751,Toyota of Midland,4.7,717,"Midland, TX",tel:+1-888-862-2824,Midland,TX
2016 Chevrolet Traverse LS,Used,10558,Classic Chevrolet Beaumont,4.7,587,"Beaumont, TX",tel:+1-888-287-2179,Beaumont,TX
2023 Mercedes-Benz EQB 250 Base,Used,51910,Mercedes-Benz of Beaverton,4.4,2958,"Portland, OR",tel:+1-971-229-8786,Portland,OR
2024 Buick Enclave Essence,New,45288,Blaise Alexander Chevrolet Buick GMC Truck of Mansfield,0.0,18,"Mansfield, PA",tel:+1-866-396-9993,Mansfield,PA
2006 Jeep Commander Limited,Used,11300,Car City Inc,4.4,47,"Palatine, IL",tel:+1-847-241-4936,Palatine,IL
2024 Lincoln Navigator Reserve,New,105550,White's Canyon Ford & Lincoln,5.0,103,"Spearfish, SD",tel:+1-605-644-7528,Spearfish,SD
2020 Alfa Romeo Giulia Ti Lusso,Used,28395,Susan Schein Automotive,4.1,900,"Pelham, AL",tel:+1-205-564-3166,Pelham,AL
2024 Lexus NX 350h Luxury,New,58694,Kendall Toyota of Anchorage,4.4,724,"Anchorage, AK",tel:+1-888-550-8554,Anchorage,AK
2023 Genesis G70 2.0T,Used,38900,Moore Buick GMC,4.8,2685,"Jacksonville, NC",tel:+1-910-378-0698,Jacksonville,NC
2024 Mazda Mazda3 FWD w/Select Package,New,27375,Modern Mazda of Burlington,4.6,16,"Burlington, NC",tel:+1-888-517-5274,Burlington,NC
2024 Cadillac LYRIQ Sport,New,67930,Parker Cadillac,4.2,286,"Little Rock, AR",tel:+1-501-392-3027,Little Rock,AR
2007 Lexus GX 470,Used,17866,The Overland Truck Store,0.0,50,"Bremerton, WA",tel:+1-360-641-1540,Bremerton,WA
2012 Lexus LS 460 Base,Used,14900,Audi of Bedford,4.6,147,"Bedford, OH",tel:+1-855-870-9726,Bedford,OH
2024 Mazda CX-30 Select,New,28425,Bakersfield Mazda,0.0,203,"Bakersfield, CA",tel:+1-866-472-2117,Bakersfield,CA
2023 Mercedes-Benz EQE 350+ Base,New,81815,Mercedes-Benz of Marietta,4.5,608,"Marietta, GA",tel:+1-866-475-0263,Marietta,GA
2020 Porsche 718 Cayman GT4,Used,124888,International Porsche of Waukesha,0.0,25,"Waukesha, WI",tel:+1-866-364-8256,Waukesha,WI
2024 Subaru Solterra Premium,New,44963,Granite Subaru,4.8,3313,"Hudson, NH",tel:+1-877-879-5118,Hudson,NH
2024 Mazda CX-5 2.5 Carbon Turbo,New,38696,Billion Auto - Mazda,4.7,177,"Sioux Falls, SD",tel:+1-877-329-7194,Sioux Falls,SD
2023 Chevrolet Corvette Stingray w/3LT,Used,85999,Vaughn Automotive,3.2,136,"Ottumwa, IA",tel:+1-641-954-3557,Ottumwa,IA
2023 Volkswagen Taos 1.5T SE,Used,25809,McLarty Daniel Chrysler Dodge Jeep Ram Fiat of Springdale,4.6,720,"Springdale, AR",tel:+1-479-616-1285,Springdale,AR
2018 Honda HR-V LX,Used,19000,Koons Easton Toyota,4.7,478,"Easton, MD",tel:+1-410-200-9479,Easton,MD
2024 Cadillac LYRIQ Luxury,New,73110,Ken Nelson Auto Group,4.3,72,"Dixon, IL",tel:+1-815-595-4049,Dixon,IL
2023 Chevrolet Corvette Stingray w/3LT,Used,88999,Vaughn Automotive,3.2,136,"Ottumwa, IA",tel:+1-641-954-3557,Ottumwa,IA
2009 Subaru Forester 2.5XT Limited,Used,9995,AUTOSOURCE,4.7,133,"Honolulu, HI",tel:+1-808-376-2443,Honolulu,HI
2024 Aston Martin DB12 Base,New,293900,Suburban Exotic Motorcars,0.0,6,"Troy, MI",tel:+1-855-241-1850,Troy,MI
2015 RAM 2500 Lone Star,Used,32998,CarMax Killeen - Offering Express Pickup and Home Delivery,0.0,2,"Killeen, TX",tel:+1-254-470-7543,Killeen,TX
2017 Jeep Cherokee Overland,Used,22995,Corning Ford,4.8,318,"Corning, CA",tel:+1-530-838-4157,Corning,CA
2021 Chevrolet Trailblazer ACTIV,Used,24975,"Butler Auto Sales, Inc.",5.0,782,"Sidney, NY",tel:+1-866-699-8753,Sidney,NY
2023 Subaru Solterra Limited,New,46482,Granite Subaru,4.8,3313,"Hudson, NH",tel:+1-877-879-5118,Hudson,NH
2021 Ford EcoSport SE,Used,14990,Wood Ford Carthage,0.0,2,"Carthage, MO",tel:+1-417-423-7076,Carthage,MO
2015 Mercedes-Benz GLK-Class GLK 350,Used,16995,"Mt. Moriah Auto Sales, Inc.",4.6,94,"Memphis, TN",tel:+1-901-297-4880,Memphis,TN
1957 Porsche 356 Recreation by Vintage Replicas,Used,59900,Daniel Schmitt & Company,0.0,2,"St. Louis, MO",tel:+1-314-269-1137,St. Louis,MO
2024 Toyota Tundra Hybrid Platinum,New,72960,Toyota of Midland,4.7,717,"Midland, TX",tel:+1-888-862-2824,Midland,TX
